###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: MarySomerville
### Launch time: 0:08:58 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:09:03	1/1/2019 	4245	962.00	195.00	44.94	27.43	100745.20	239855	0	MarySomerville	
2	0:09:04	1/1/2019 	5105	776.00	29.00	20.03	27.43	100745.05	53872	1	MarySomerville	
3	0:09:04	1/1/2019 	5758	74.00	7.00	6.03	27.43	100745.45	49820	0	MarySomerville	
4	0:09:04	1/1/2019 	5894	105.00	8.00	6.73	27.43	100745.45	1849	0	MarySomerville	
5	0:09:05	1/1/2019 	6240	962.00	178.00	43.12	27.43	100745.45	1848	0	MarySomerville	
6	0:09:05	1/1/2019 	6736	617.00	9.00	14.23	27.43	100745.49	49819	0	MarySomerville	
7	0:09:05	1/1/2019 	6932	608.00	9.00	14.12	27.43	100745.33	1850	0	MarySomerville	
8	0:09:07	1/1/2019 	8423	707.00	14.00	16.33	27.44	100745.40	51791	0	MarySomerville	
9	0:09:07	1/1/2019 	8643	878.00	73.00	25.35	27.44	100745.40	49819	0	MarySomerville	
10	0:09:08	1/1/2019 	9996	915.00	129.00	35.62	27.44	100745.71	49817	0	MarySomerville	
11	0:09:09	1/1/2019 	10360	80.00	6.00	6.13	27.44	100745.71	2600	0	MarySomerville	
12	0:09:09	1/1/2019 	10383	971.00	241.00	49.30	27.44	100745.71	1849	1	MarySomerville	
13	0:09:09	1/1/2019 	10895	968.00	220.00	47.28	27.44	100745.38	49823	0	MarySomerville	
14	0:09:11	1/1/2019 	12310	168.00	8.00	8.51	27.44	100745.59	51932	0	MarySomerville	
15	0:09:11	1/1/2019 	12813	89.00	7.00	6.32	27.44	100745.59	49814	0	MarySomerville	
16	0:09:12	1/1/2019 	13264	199.00	7.00	9.26	27.45	100745.66	1848	0	MarySomerville	
17	0:09:13	1/1/2019 	14642	118.00	7.00	7.09	27.45	100745.04	97785	0	MarySomerville	
18	0:09:14	1/1/2019 	15171	803.00	41.00	21.60	27.45	100744.70	1850	0	MarySomerville	
19	0:09:14	1/1/2019 	15641	385.00	8.00	12.00	27.45	100744.95	49821	0	MarySomerville	
20	0:09:16	1/1/2019 	17096	87.00	7.00	6.28	27.45	100744.49	51791	0	MarySomerville	
21	0:09:16	1/1/2019 	17215	673.00	11.00	15.25	27.45	100744.49	1849	0	MarySomerville	
22	0:09:17	1/1/2019 	18314	641.00	10.00	14.72	27.46	100744.23	49819	0	MarySomerville	
23	0:09:17	1/1/2019 	18660	806.00	41.00	21.61	27.46	100743.73	49820	0	MarySomerville	
24	0:09:17	1/1/2019 	18713	133.00	7.00	7.52	27.46	100743.73	1850	0	MarySomerville	
25	0:09:18	1/1/2019 	19343	705.00	14.00	16.32	27.46	100743.48	1848	0	MarySomerville	
26	0:09:19	1/1/2019 	20655	420.00	8.00	12.27	27.46	100743.05	99767	0	MarySomerville	
27	0:09:20	1/1/2019 	21149	167.00	8.00	8.48	27.46	100743.27	2598	0	MarySomerville	
28	0:09:20	1/1/2019 	21694	175.00	7.00	8.69	27.47	100743.50	49821	0	MarySomerville	
29	0:09:21	1/1/2019 	22627	678.00	12.00	15.58	27.47	100743.17	49822	0	MarySomerville	
30	0:09:22	1/1/2019 	23291	327.00	8.00	11.40	27.47	100743.57	1850	0	MarySomerville	
31	0:09:23	1/1/2019 	24385	829.00	52.00	22.75	27.47	100743.52	49822	0	MarySomerville	
32	0:09:24	1/1/2019 	25768	176.00	8.00	8.72	27.47	100742.86	99908	0	MarySomerville	
33	0:09:25	1/1/2019 	26238	789.00	32.00	20.50	27.48	100743.10	1849	0	MarySomerville	
