###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: Charon
### Launch time: 0:00:05 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:06	1/1/2019 	567	72.00	8.00	6.00	24.61	101396.77	101088	0	Charon	
2	0:00:08	1/1/2019 	2156	945.00	155.00	40.06	24.61	101398.25	56487	0	Charon	
3	0:00:10	1/1/2019 	4131	172.00	8.00	8.62	24.61	101398.72	102938	0	Charon	
4	0:00:12	1/1/2019 	6605	964.00	331.00	62.43	24.61	101399.66	153478	0	Charon	
5	0:00:12	1/1/2019 	6681	689.00	11.00	15.30	24.60	101399.59	1850	0	Charon	
6	0:00:13	1/1/2019 	7492	966.00	385.00	71.97	24.60	101399.92	1849	0	Charon	
7	0:00:13	1/1/2019 	7615	181.00	8.00	8.85	24.60	101400.09	52393	0	Charon	
8	0:00:14	1/1/2019 	8071	517.00	8.00	12.97	24.60	101399.90	1847	0	Charon	
9	0:00:14	1/1/2019 	8494	913.00	116.00	33.13	24.60	101400.23	3810	0	Charon	
10	0:00:16	1/1/2019 	10694	664.00	10.00	14.89	24.60	101400.50	153479	0	Charon	
11	0:00:21	1/1/2019 	15873	165.00	8.00	8.43	24.59	101401.15	255314	0	Charon	
12	0:00:25	1/1/2019 	19084	394.00	8.00	12.07	24.58	101401.36	153479	0	Charon	
13	0:00:26	1/1/2019 	20077	503.00	8.00	12.85	24.58	101401.52	52394	0	Charon	
14	0:00:27	1/1/2019 	21707	96.00	8.00	6.49	24.58	101401.27	103682	0	Charon	
15	0:00:29	1/1/2019 	23207	872.00	78.00	26.07	24.58	101401.77	54497	0	Charon	
16	0:00:31	1/1/2019 	25289	408.00	8.00	12.18	24.58	101401.64	102937	0	Charon	
17	0:00:31	1/1/2019 	25583	888.00	86.00	27.41	24.58	101401.64	52391	0	Charon	
18	0:00:32	1/1/2019 	26499	133.00	8.00	7.53	24.58	101401.64	1849	0	Charon	
19	0:00:35	1/1/2019 	29214	624.00	8.00	14.07	24.57	101400.89	153501	0	Charon	
20	0:00:38	1/1/2019 	32211	79.00	8.00	6.12	24.57	101400.77	153479	0	Charon	
21	0:00:38	1/1/2019 	32382	976.00	526.00	90.49	24.57	101400.77	2596	0	Charon	
22	0:00:38	1/1/2019 	32604	441.00	9.00	12.50	24.57	101400.77	54555	0	Charon	
23	0:00:38	1/1/2019 	32612	533.00	8.00	13.11	24.57	101400.77	1849	0	Charon	
24	0:00:38	1/1/2019 	32693	976.00	525.00	90.32	24.57	101400.77	1846	0	Charon	
25	0:00:38	1/1/2019 	32702	383.00	8.00	11.98	24.57	101400.77	1849	0	Charon	
26	0:00:39	1/1/2019 	33050	244.00	8.00	10.19	24.57	101400.77	1847	0	Charon	
27	0:00:41	1/1/2019 	35371	953.00	176.00	42.88	24.57	101400.77	102934	0	Charon	
28	0:00:41	1/1/2019 	35411	925.00	136.00	36.92	24.57	101400.77	1850	0	Charon	
29	0:00:43	1/1/2019 	37164	82.00	8.00	6.17	24.56	101400.41	104902	0	Charon	
30	0:00:44	1/1/2019 	38129	653.00	9.00	14.54	24.56	101400.56	52391	0	Charon	
31	0:00:45	1/1/2019 	39279	131.00	8.00	7.47	24.56	101400.73	52395	0	Charon	
32	0:00:46	1/1/2019 	40495	919.00	135.00	36.73	24.56	101400.51	52393	0	Charon	
33	0:00:48	1/1/2019 	42057	578.00	9.00	13.74	24.56	101401.00	103684	0	Charon	
34	0:00:48	1/1/2019 	42810	129.00	8.00	7.41	24.56	101401.00	52394	0	Charon	
35	0:00:51	1/1/2019 	45388	423.00	8.00	12.30	24.56	101401.28	105043	0	Charon	
36	0:00:54	1/1/2019 	48713	958.00	184.00	43.80	24.56	101401.44	204020	0	Charon	
37	0:00:55	1/1/2019 	49130	975.00	575.00	99.36	24.56	101401.61	1850	0	Charon	
38	0:00:55	1/1/2019 	49143	550.00	8.00	13.28	24.56	101401.61	1849	0	Charon	
39	0:00:55	1/1/2019 	49228	974.00	315.00	59.59	24.56	101401.61	1847	0	Charon	
40	0:00:55	1/1/2019 	49315	788.00	29.00	20.05	24.56	101401.44	1848	0	Charon	
41	0:00:55	1/1/2019 	49472	210.00	8.00	9.52	24.56	101401.44	1849	0	Charon	
42	0:00:57	1/1/2019 	51912	134.00	8.00	7.56	24.56	101401.28	155441	0	Charon	
43	0:00:58	1/1/2019 	52116	618.00	9.00	14.24	24.56	101401.11	2596	0	Charon	
44	0:00:58	1/1/2019 	52396	658.00	10.00	14.86	24.56	101401.11	1850	0	Charon	
45	0:01:00	1/1/2019 	54825	159.00	8.00	8.27	24.56	101401.28	153480	0	Charon	
46	0:01:02	1/1/2019 	56152	411.00	8.00	12.21	24.56	101401.44	52393	0	Charon	
47	0:01:02	1/1/2019 	56721	467.00	8.00	12.60	24.56	101401.61	52392	0	Charon	
48	0:01:04	1/1/2019 	58685	914.00	119.00	33.72	24.56	101401.77	105041	0	Charon	
49	0:01:05	1/1/2019 	59031	682.00	10.00	14.94	24.56	101401.61	1850	0	Charon	
50	0:01:05	1/1/2019 	59212	225.00	8.00	9.83	24.56	101401.61	1850	0	Charon	
51	0:01:05	1/1/2019 	59579	792.00	32.00	20.51	24.56	101401.61	52391	0	Charon	
52	0:01:06	1/1/2019 	60093	625.00	9.00	14.32	24.56	101401.61	2595	0	Charon	
53	0:01:06	1/1/2019 	60500	476.00	8.00	12.66	24.56	101401.61	1849	0	Charon	
54	0:01:07	1/1/2019 	61485	148.00	8.00	7.96	24.56	101401.77	52410	0	Charon	
55	0:01:08	1/1/2019 	62452	177.00	8.00	8.75	24.56	101401.61	54496	0	Charon	
56	0:01:09	1/1/2019 	63216	968.00	303.00	57.55	24.56	101401.44	52391	0	Charon	
57	0:01:09	1/1/2019 	63326	212.00	8.00	9.56	24.56	101401.44	1850	0	Charon	
58	0:01:11	1/1/2019 	65243	980.00	698.00	125.88	24.56	101401.84	102933	0	Charon	
59	0:01:11	1/1/2019 	65967	67.00	8.00	5.94	24.56	101401.84	52393	0	Charon	
60	0:01:12	1/1/2019 	66043	684.00	10.00	14.94	24.56	101401.84	1846	0	Charon	
61	0:01:12	1/1/2019 	66350	629.00	8.00	14.11	24.56	101402.23	3815	0	Charon	
62	0:01:12	1/1/2019 	66977	800.00	37.00	21.16	24.56	101402.06	52390	0	Charon	
63	0:01:13	1/1/2019 	67074	296.00	8.00	11.00	24.56	101401.89	1849	0	Charon	
64	0:01:14	1/1/2019 	68881	970.00	408.00	75.53	24.56	101401.06	102934	0	Charon	
65	0:01:17	1/1/2019 	71299	203.00	8.00	9.37	24.57	101400.83	102936	0	Charon	
66	0:01:17	1/1/2019 	71717	245.00	8.00	10.20	24.57	101400.83	53137	0	Charon	
67	0:01:18	1/1/2019 	72058	735.00	16.00	17.01	24.57	101400.66	1847	0	Charon	
68	0:01:18	1/1/2019 	72653	918.00	123.00	34.49	24.57	101400.50	54497	0	Charon	
69	0:01:19	1/1/2019 	73467	75.00	8.00	6.05	24.57	101400.72	1849	0	Charon	
70	0:01:20	1/1/2019 	74025	279.00	8.00	10.76	24.57	101400.55	52389	0	Charon	
71	0:01:21	1/1/2019 	75031	71.00	8.00	5.99	24.57	101400.55	52390	0	Charon	
72	0:01:22	1/1/2019 	76778	670.00	10.00	14.92	24.57	101400.12	102931	0	Charon	
73	0:01:23	1/1/2019 	77016	583.00	8.00	13.64	24.58	101400.31	1850	0	Charon	
74	0:01:24	1/1/2019 	78032	173.00	8.00	8.64	24.58	101399.98	54355	0	Charon	
75	0:01:24	1/1/2019 	78986	166.00	8.00	8.46	24.58	101400.21	52390	0	Charon	
76	0:01:25	1/1/2019 	79252	257.00	8.00	10.41	24.58	101400.21	1848	0	Charon	
77	0:01:25	1/1/2019 	79820	529.00	9.00	13.18	24.58	101400.21	52392	0	Charon	
78	0:01:26	1/1/2019 	80087	248.00	8.00	10.26	24.58	101400.21	2597	0	Charon	
79	0:01:27	1/1/2019 	81131	102.00	8.00	6.65	24.58	101400.61	52390	0	Charon	
80	0:01:27	1/1/2019 	81374	280.00	8.00	10.78	24.58	101400.61	1848	0	Charon	
81	0:01:27	1/1/2019 	81979	126.00	8.00	7.32	24.58	101401.16	54495	0	Charon	
82	0:01:28	1/1/2019 	82609	814.00	51.00	22.62	24.58	101401.00	52387	0	Charon	
83	0:01:30	1/1/2019 	84013	156.00	8.00	8.19	24.58	101401.52	52391	0	Charon	
84	0:01:30	1/1/2019 	84198	197.00	8.00	9.23	24.58	101401.52	1849	0	Charon	
85	0:01:30	1/1/2019 	84759	829.00	62.00	23.82	24.59	101401.59	52389	0	Charon	
